,Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Coordinates,Latitude,Longitude
304,1000.0,3,2.0,Furnished,"Rohitash Nagar East, Shahdara",1.0,5650000,Ready_to_move,Resale,Builder_Floor,,,
305,1425.0,3,3.0,Semi-Furnished,"Naveen Shahdara, Shahdara",1.0,9300000,Ready_to_move,Resale,Builder_Floor,"Naveen Shahdara, Babarpur Road, Rohtas Nagar, Shahdara, Delhi, 110032, India",28.6773386,77.2860157
306,440.0,2,2.0,Unfurnished,Shahdara,1.0,2700000,Ready_to_move,Resale,Apartment,"Shahdara, Delhi, 110032, India",28.6773038,77.2903467
307,1017.0,2,2.0,Furnished,"Vishwas Nagar, Shahdara",1.0,6500000,Ready_to_move,New_Property,Builder_Floor,"Vishwas Nagar, Shahdara, Delhi, India",28.66447005,77.2917413918215
308,650.0,2,2.0,Semi-Furnished,"DDA RPS Flats, Mansarowar Park, Shahdara",1.0,5800000,Ready_to_move,Resale,Apartment,,,
309,950.0,3,2.0,Semi-Furnished,Shahdara,1.0,5500000,Ready_to_move,Resale,Apartment,"Shahdara, Delhi, 110032, India",28.6773038,77.2903467
310,810.0,3,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,6000000,Ready_to_move,Resale,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
311,750.0,2,2.0,Unfurnished,"Balbir Nagar, Shahdara",1.0,4500000,Ready_to_move,Resale,Builder_Floor,"Shahdara, Bholanath Nagar Marg, Shahdara, Delhi, 110032, India",28.6733333,77.2890248
312,990.0,2,2.0,Semi-Furnished,Shahdara,2.0,4100000,Ready_to_move,Resale,Builder_Floor,"Shahdara, Delhi, 110032, India",28.6773038,77.2903467
313,800.0,3,2.0,Semi-Furnished,"Ram Nagar, Shahdara",2.0,3800000,Ready_to_move,Resale,Builder_Floor,"Ram Nagar, Shahdara, Delhi, India",28.6791624,77.2968122831305
314,675.0,2,1.0,Unfurnished,Shahdara,1.0,3300000,Ready_to_move,Resale,Apartment,"Shahdara, Delhi, 110032, India",28.6773038,77.2903467
315,558.0,2,1.0,Unfurnished,"Rohtash Nagar, Shahdara",1.0,2900000,Ready_to_move,New_Property,Builder_Floor,,,
316,445.0,2,1.0,Unfurnished,"Ram Nagar Extension, Shahdara",1.0,2000000,Ready_to_move,Resale,Builder_Floor,"Ram Park, Balbir Nagar Extension, Babarpur, Shahdara, Delhi, India",28.69226935,77.2931635217421
317,360.0,2,1.0,Unfurnished,"Maujpur, Shahdara",1.0,1550000,Ready_to_move,New_Property,Builder_Floor,"Maujpur-Babarpur, Jafrabad Main Road, Shivaji Park, Babarpur, Shahdara, Delhi, 110053, India",28.6920781,77.2796973
318,1350.0,4,3.0,Semi-Furnished,"Mansarowar Park, Shahdara",1.0,11300000,Ready_to_move,New_Property,Builder_Floor,,,
319,850.0,3,2.0,Semi-Furnished,"Gorakh Park West, Shahdara",1.0,4500000,Ready_to_move,Resale,Builder_Floor,"Gorakh Park, Babarpur, Shahdara, Delhi, India",28.68407705,77.2828225017232
320,846.0,2,1.0,Unfurnished,"Shivnam Apartment, Shahdara",1.0,3300000,Ready_to_move,New_Property,Apartment,,,
321,1300.0,4,3.0,Furnished,"Mansarowar Park, Shahdara",1.0,11500000,Ready_to_move,New_Property,Builder_Floor,,,
322,900.0,3,2.0,Semi-Furnished,"Ram Nagar Extension, Shahdara",1.0,6000000,Almost_ready,New_Property,Builder_Floor,"Ram Park, Balbir Nagar Extension, Babarpur, Shahdara, Delhi, India",28.69226935,77.2931635217421
323,1050.0,3,2.0,Semi-Furnished,"Hans Apartments, Vishwas Nagar, Shahdara",1.0,9000000,Ready_to_move,Resale,Apartment,,,
324,850.0,2,2.0,Furnished,"Jyoti Colony, Shahdara",1.0,4500000,Ready_to_move,Resale,Builder_Floor,"Jyoti Colony, Shahdara, Delhi, India",28.6879119,77.289478313341
325,1650.0,4,3.0,Furnished,Shahdara,1.0,14000000,Almost_ready,New_Property,Apartment,"Shahdara, Delhi, 110032, India",28.6773038,77.2903467
326,1150.0,2,2.0,Semi-Furnished,"Ahinsha Vatika, Ram Nagar, Shahdara",1.0,7300000,Ready_to_move,Resale,Apartment,,,
327,495.1394,1,1.0,Furnished,Shahdara,1.0,1900000,Ready_to_move,Resale,Builder_Floor,"Shahdara, Delhi, 110032, India",28.6773038,77.2903467
328,1053.0,3,2.0,Furnished,"Naveen Shahdara, Shahdara",4.0,7000000,Ready_to_move,Resale,Builder_Floor,"Naveen Shahdara, Babarpur Road, Rohtas Nagar, Shahdara, Delhi, 110032, India",28.6773386,77.2860157
329,810.0,3,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,6000000,Ready_to_move,Resale,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
330,750.0,1,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,6400000,Ready_to_move,Resale,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
331,540.0,2,1.0,Furnished,"Yamuna Vihar, Shahdara",1.0,2700000,Ready_to_move,New_Property,Apartment,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
332,747.0,2,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,6500000,Ready_to_move,Resale,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
333,720.0,2,1.0,Unfurnished,"Yamuna Vihar, Shahdara",1.0,4000000,Ready_to_move,Resale,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
334,376.7365,1,1.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,3000000,Ready_to_move,New_Property,Apartment,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
335,1125.0,2,2.0,Unfurnished,"Yamuna Vihar, Shahdara",1.0,5000000,Ready_to_move,Resale,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
336,713.0,2,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,6000000,Ready_to_move,New_Property,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
337,360.0,1,1.0,Unfurnished,"Yamuna Vihar, Shahdara",1.0,2500000,Ready_to_move,Resale,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
338,900.0,2,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,6500000,Ready_to_move,Resale,Apartment,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
339,713.0,3,1.0,Unfurnished,"Yamuna Vihar, Shahdara",1.0,8000000,Ready_to_move,Resale,Apartment,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
340,504.0,2,1.0,Furnished,"Yamuna Vihar, Shahdara",1.0,2700000,Ready_to_move,Resale,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
341,70.0,1,2.0,Unfurnished,"Yamuna Vihar, Shahdara",1.0,4500000,Ready_to_move,Resale,Apartment,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
342,850.0,3,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,5700000,Ready_to_move,Resale,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
343,2430.0,4,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,25000000,Ready_to_move,Resale,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
344,2475.0,3,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,70000000,Ready_to_move,Resale,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
345,2970.0,7,4.0,Furnished,"Yamuna Vihar, Shahdara",1.0,26500000,Ready_to_move,Resale,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
346,2250.0,3,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,18500000,Ready_to_move,Resale,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
347,1500.0,5,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,30000000,Ready_to_move,Resale,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
348,1512.0,2,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,22000000,Ready_to_move,Resale,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
349,400.0,2,2.0,Furnished,"mind. The space is airy, is well located and can be easily customized as per the needs. Prime facilities are easily accessible from this place with Government Girls Senior Secondary School No 2 (0 km ). Other key neighbourhood are B Block Market (0 km ). read more Contact Owner View Phone No. Share Feedback Owner vinod kumar",1.0,9000000,Ready_to_move,Resale,Builder_Floor,,,
350,2160.0,3,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,65000000,Ready_to_move,Resale,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
351,630.0,3,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,22500000,Ready_to_move,Resale,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
352,324.0,6,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,8700000,Ready_to_move,Resale,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
353,720.0,6,5.0,Furnished,"Yamuna Vihar, Shahdara",1.0,22000000,Ready_to_move,Resale,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
354,675.0,4,2.0,Furnished,"Yamuna Vihar, Shahdara",2.0,18500000,Ready_to_move,Resale,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
355,700.0,2,1.0,Furnished,"Yamuna Vihar, Shahdara",2.0,16000000,Ready_to_move,New_Property,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
356,675.0,4,3.0,Furnished,"Yamuna Vihar, Shahdara",2.0,16000000,Ready_to_move,Resale,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
357,720.0,4,2.0,Furnished,"Yamuna Vihar, Shahdara",2.0,9000000,Ready_to_move,Resale,Builder_Floor,"Yamuna Sports Complex, Road No 71A, Vivek Vihar, Shahdara, Delhi, 110095, India",28.6635715,77.3118255288059
358,850.0,2,2.0,Furnished,"Jyoti Colony, Shahdara",1.0,4500000,Ready_to_move,Resale,Builder_Floor,"Jyoti Colony, Shahdara, Delhi, India",28.6879119,77.289478313341
359,801.0,3,2.0,Semi-Furnished,Laxmi Nagar,1.0,6000000,Ready_to_move,New_Property,Builder_Floor,"Laxmi Nagar, Jorayal, डोटी (Doti), सेती अञ्चल, सुदुर पश्चिमाञ्चल विकास क्षेत्र, Nepal",29.10139045,80.6503985357097
360,450.0,1,2.0,Unfurnished,Laxmi Nagar,1.0,2700000,Ready_to_move,Resale,Builder_Floor,"Laxmi Nagar, Jorayal, डोटी (Doti), सेती अञ्चल, सुदुर पश्चिमाञ्चल विकास क्षेत्र, Nepal",29.10139045,80.6503985357097
361,1000.0,3,2.0,Unfurnished,Laxmi Nagar,1.0,6500000,Ready_to_move,Resale,Apartment,"Laxmi Nagar, Jorayal, डोटी (Doti), सेती अञ्चल, सुदुर पश्चिमाञ्चल विकास क्षेत्र, Nepal",29.10139045,80.6503985357097
362,990.0,3,2.0,Unfurnished,Laxmi Nagar,1.0,4000000,Ready_to_move,Resale,Apartment,"Laxmi Nagar, Jorayal, डोटी (Doti), सेती अञ्चल, सुदुर पश्चिमाञ्चल विकास क्षेत्र, Nepal",29.10139045,80.6503985357097
363,420.0,2,1.0,Semi-Furnished,Laxmi Nagar,1.0,2600000,Ready_to_move,New_Property,Builder_Floor,"Laxmi Nagar, Jorayal, डोटी (Doti), सेती अञ्चल, सुदुर पश्चिमाञ्चल विकास क्षेत्र, Nepal",29.10139045,80.6503985357097
364,450.0,2,1.0,Semi-Furnished,Laxmi Nagar,1.0,3500000,Ready_to_move,Resale,Builder_Floor,"Laxmi Nagar, Jorayal, डोटी (Doti), सेती अञ्चल, सुदुर पश्चिमाञ्चल विकास क्षेत्र, Nepal",29.10139045,80.6503985357097
365,1000.0,2,2.0,Unfurnished,Laxmi Nagar,1.0,7500000,Ready_to_move,Resale,Apartment,"Laxmi Nagar, Jorayal, डोटी (Doti), सेती अञ्चल, सुदुर पश्चिमाञ्चल विकास क्षेत्र, Nepal",29.10139045,80.6503985357097
366,900.0,3,2.0,Semi-Furnished,Laxmi Nagar,1.0,7000000,Ready_to_move,Resale,Builder_Floor,"Laxmi Nagar, Jorayal, डोटी (Doti), सेती अञ्चल, सुदुर पश्चिमाञ्चल विकास क्षेत्र, Nepal",29.10139045,80.6503985357097
367,800.0,3,2.0,Semi-Furnished,Laxmi Nagar,1.0,4500000,Ready_to_move,New_Property,Builder_Floor,"Laxmi Nagar, Jorayal, डोटी (Doti), सेती अञ्चल, सुदुर पश्चिमाञ्चल विकास क्षेत्र, Nepal",29.10139045,80.6503985357097
368,720.0,3,3.0,Semi-Furnished,Laxmi Nagar,2.0,5500000,Ready_to_move,Resale,Builder_Floor,"Laxmi Nagar, Jorayal, डोटी (Doti), सेती अञ्चल, सुदुर पश्चिमाञ्चल विकास क्षेत्र, Nepal",29.10139045,80.6503985357097
369,450.0,2,1.0,Semi-Furnished,Laxmi Nagar,2.0,2700000,Ready_to_move,New_Property,Builder_Floor,"Laxmi Nagar, Jorayal, डोटी (Doti), सेती अञ्चल, सुदुर पश्चिमाञ्चल विकास क्षेत्र, Nepal",29.10139045,80.6503985357097
370,675.0,2,2.0,Furnished,Laxmi Nagar,2.0,2400000,Ready_to_move,Resale,Builder_Floor,"Laxmi Nagar, Jorayal, डोटी (Doti), सेती अञ्चल, सुदुर पश्चिमाञ्चल विकास क्षेत्र, Nepal",29.10139045,80.6503985357097
371,1700.0,4,3.0,Unfurnished,Laxmi Nagar,2.0,11500000,Ready_to_move,New_Property,Builder_Floor,"Laxmi Nagar, Jorayal, डोटी (Doti), सेती अञ्चल, सुदुर पश्चिमाञ्चल विकास क्षेत्र, Nepal",29.10139045,80.6503985357097
372,550.0,2,2.0,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",2.0,3600000,Ready_to_move,New_Property,Builder_Floor,,,
373,387.0,1,2.0,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",2.0,1700000,Ready_to_move,New_Property,Builder_Floor,,,
374,450.0,2,1.0,Unfurnished,"Lalita Park, Laxmi Nagar",2.0,2500000,Ready_to_move,Resale,Apartment,,,
375,900.0,4,2.0,Furnished,Laxmi Nagar,1.0,6600000,Ready_to_move,Resale,Builder_Floor,"Laxmi Nagar, Jorayal, डोटी (Doti), सेती अञ्चल, सुदुर पश्चिमाञ्चल विकास क्षेत्र, Nepal",29.10139045,80.6503985357097
376,500.0,2,1.0,Semi-Furnished,Laxmi Nagar,1.0,3700000,Ready_to_move,Resale,Builder_Floor,"Laxmi Nagar, Jorayal, डोटी (Doti), सेती अञ्चल, सुदुर पश्चिमाञ्चल विकास क्षेत्र, Nepal",29.10139045,80.6503985357097
377,441.0,2,1.0,Unfurnished,"Krishan Kunj, Laxmi Nagar",1.0,3500000,Ready_to_move,Resale,Apartment,,,
378,800.0,3,2.0,Semi-Furnished,"Lalita Park, Laxmi Nagar",1.0,5400000,Ready_to_move,Resale,Builder_Floor,,,
379,450.0,2,2.0,Semi-Furnished,"Laxmi Nagar super area 450 sqft status Ready to Move floor 3 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property East Facing Property This Builder Floor Apartment at 3rd faces East & overlooks Main Road offering a beautiful view from the house. with airy interiors. The type of ownership is Freehold. The Builder Floor Apartment is newly constructed. Bank loans available from LIC Housing Finance, Kotak Mahindra Bank, Indiabulls. Flooring of type Marble covers maximum part of the house. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Sonia",1.0,2550000,Ready_to_move,New_Property,Builder_Floor,,,
380,1000.0,3,3.0,Furnished,"Laxmi Nagar carpet area 1000 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Furnished bathroom 3 balcony 1 It's a 1st floor Builder Floor Apartment in a building of total 4 floors. The age of construction for this Builder Floor Apartment is between 10 to 15 years. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Vipul Jain",1.0,12500000,Ready_to_move,Resale,Builder_Floor,,,
381,715.0,2,2.0,Unfurnished,Laxmi Nagar,1.0,5600000,Ready_to_move,Resale,Apartment,"Laxmi Nagar, Jorayal, डोटी (Doti), सेती अञ्चल, सुदुर पश्चिमाञ्चल विकास क्षेत्र, Nepal",29.10139045,80.6503985357097
382,600.0,2,2.0,Unfurnished,Laxmi Nagar,1.0,7000000,Ready_to_move,Resale,Builder_Floor,"Laxmi Nagar, Jorayal, डोटी (Doti), सेती अञ्चल, सुदुर पश्चिमाञ्चल विकास क्षेत्र, Nepal",29.10139045,80.6503985357097
383,540.0,2,1.0,Unfurnished,Laxmi Nagar,1.0,3500000,Ready_to_move,Resale,Builder_Floor,"Laxmi Nagar, Jorayal, डोटी (Doti), सेती अञ्चल, सुदुर पश्चिमाञ्चल विकास क्षेत्र, Nepal",29.10139045,80.6503985357097
384,312.0,4,4.0,Furnished,"Bank Enclave, Laxmi Nagar",1.0,35000000,Ready_to_move,Resale,Apartment,,,
385,810.0,3,2.0,Semi-Furnished,Laxmi Nagar,1.0,9000000,Ready_to_move,Resale,Builder_Floor,"Laxmi Nagar, Jorayal, डोटी (Doti), सेती अञ्चल, सुदुर पश्चिमाञ्चल विकास क्षेत्र, Nepal",29.10139045,80.6503985357097
386,270.0,1,1.0,Semi-Furnished,"Guru Angad Nagar West, Laxmi Nagar",1.0,2300000,Ready_to_move,Resale,Builder_Floor,,,
387,900.0,3,2.0,Semi-Furnished,Laxmi Nagar,1.0,6000000,Ready_to_move,Resale,Builder_Floor,"Laxmi Nagar, Jorayal, डोटी (Doti), सेती अञ्चल, सुदुर पश्चिमाञ्चल विकास क्षेत्र, Nepal",29.10139045,80.6503985357097
388,1000.0,3,2.0,Unfurnished,Laxmi Nagar,1.0,6000000,Ready_to_move,Resale,Apartment,"Laxmi Nagar, Jorayal, डोटी (Doti), सेती अञ्चल, सुदुर पश्चिमाञ्चल विकास क्षेत्र, Nepal",29.10139045,80.6503985357097
389,540.0,2,2.0,Semi-Furnished,Uttam Nagar,1.0,2650000,Ready_to_move,New_Property,Builder_Floor,"Uttam Nagar, Amravati, Maharashtra, 444600, India",20.9156274,77.7764126
390,950.0,3,2.0,Furnished,"Uttam Nagar Floors, Uttam Nagar",1.0,4370000,Ready_to_move,New_Property,Apartment,,,
391,1000.0,3,2.0,Unfurnished,"Virat Residency, Dwarka Mor",1.0,4620000,Ready_to_move,New_Property,Apartment,,,
392,540.0,2,2.0,Semi-Furnished,"Adarsh Homes, Dwarka Mor",1.0,3000000,Ready_to_move,New_Property,Apartment,,,
393,540.0,2,2.0,Semi-Furnished,"Kushwaha Homes, Uttam Nagar",1.0,3300000,Ready_to_move,New_Property,Apartment,,,
394,1000.0,3,2.0,Semi-Furnished,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1.0,5510000,Almost_ready,New_Property,Builder_Floor,,,
395,500.0,2,2.0,Semi-Furnished,Dwarka Mor,1.0,3200000,Ready_to_move,New_Property,Builder_Floor,"Dwarka Mor, Shivaji Marg, R Block, Nawada, West Delhi, Delhi, 110059, India",28.619332,77.0332758
396,540.0,2,2.0,Semi-Furnished,Uttam Nagar West,1.0,2600000,Ready_to_move,New_Property,Builder_Floor,"Uttam Nagar West, Shivaji Marg, R Block, Nawada, West Delhi, Delhi, 110059, India",28.621757,77.0557122
397,780.0,3,2.0,Semi-Furnished,Uttam Nagar,1.0,4000000,Ready_to_move,New_Property,Builder_Floor,"Uttam Nagar, Amravati, Maharashtra, 444600, India",20.9156274,77.7764126
398,450.0,2,1.0,Semi-Furnished,Uttam Nagar West,1.0,1850000,Ready_to_move,New_Property,Builder_Floor,"Uttam Nagar West, Shivaji Marg, R Block, Nawada, West Delhi, Delhi, 110059, India",28.621757,77.0557122
399,360.0,1,1.0,Semi-Furnished,Uttam Nagar,1.0,1700000,Ready_to_move,New_Property,Builder_Floor,"Uttam Nagar, Amravati, Maharashtra, 444600, India",20.9156274,77.7764126
400,900.0,3,2.0,Semi-Furnished,"SB Residency, Dwarka Mor",1.0,2800000,Ready_to_move,New_Property,Builder_Floor,,,
401,495.0,2,2.0,Semi-Furnished,Uttam Nagar West,1.0,2150000,Ready_to_move,New_Property,Builder_Floor,"Uttam Nagar West, Shivaji Marg, R Block, Nawada, West Delhi, Delhi, 110059, India",28.621757,77.0557122
402,1200.0,4,3.0,Semi-Furnished,"SB Residency, Dwarka Mor",1.0,6800000,Ready_to_move,New_Property,Builder_Floor,,,
403,1000.0,3,2.0,Semi-Furnished,Uttam Nagar,1.0,6200000,Ready_to_move,New_Property,Builder_Floor,"Uttam Nagar, Amravati, Maharashtra, 444600, India",20.9156274,77.7764126
404,620.0,2,2.0,Semi-Furnished,Uttam Nagar,1.0,3100000,Ready_to_move,New_Property,Builder_Floor,"Uttam Nagar, Amravati, Maharashtra, 444600, India",20.9156274,77.7764126
405,680.0,3,2.0,Semi-Furnished,Dwarka Mor,1.0,3400000,Ready_to_move,New_Property,Builder_Floor,"Dwarka Mor, Shivaji Marg, R Block, Nawada, West Delhi, Delhi, 110059, India",28.619332,77.0332758
406,805.0,2,2.0,Unfurnished,"Kiran Garden, Uttam Nagar",1.0,4000000,Ready_to_move,Resale,Builder_Floor,,,
407,729.0,2,2.0,Semi-Furnished,"Mohan Garden, Razapur Khurd",1.0,4800000,Ready_to_move,Resale,Builder_Floor,,,
408,540.0,2,2.0,Semi-Furnished,Uttam Nagar,1.0,2500000,Ready_to_move,New_Property,Builder_Floor,"Uttam Nagar, Amravati, Maharashtra, 444600, India",20.9156274,77.7764126
409,360.0,1,1.0,Semi-Furnished,Uttam Nagar,1.0,2000000,Ready_to_move,New_Property,Builder_Floor,"Uttam Nagar, Amravati, Maharashtra, 444600, India",20.9156274,77.7764126
410,550.0,2,2.0,Semi-Furnished,Uttam Nagar West,1.0,1900000,Ready_to_move,New_Property,Builder_Floor,"Uttam Nagar West, Shivaji Marg, R Block, Nawada, West Delhi, Delhi, 110059, India",28.621757,77.0557122
411,1001.0,3,2.0,Furnished,"Mitya Homes, Dwarka Mor",1.0,5800000,Ready_to_move,New_Property,Builder_Floor,,,
412,450.0,2,2.0,Unfurnished,Dwarka Mor,1.0,2900000,Ready_to_move,Resale,Builder_Floor,"Dwarka Mor, Shivaji Marg, R Block, Nawada, West Delhi, Delhi, 110059, India",28.619332,77.0332758
413,550.0,2,1.0,Semi-Furnished,Uttam Nagar West,1.0,2000000,Ready_to_move,New_Property,Builder_Floor,"Uttam Nagar West, Shivaji Marg, R Block, Nawada, West Delhi, Delhi, 110059, India",28.621757,77.0557122
414,550.0,2,2.0,Semi-Furnished,"Uttam Nagar carpet area 550 sqft status Ready to Move transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property Newly Constructed Property East Facing Property 2bhk fully furnished flats available for sale at uttam nagar, the flat is fully loaded, one singal wall texture in all bedrooms, modular kitchen, LED pannel in drawing room, wardrobes in bedroom read more Contact Agent View Phone No. Share Feedback Pranita Developers Pvt. Ltd. Certified Agent Trusted by Users Genuine Listings 100+ Buyers Served",1.0,2600000,Ready_to_move,New_Property,Builder_Floor,,,
415,675.0,2,1.0,Unfurnished,Uttam Nagar,1.0,2900000,Ready_to_move,Resale,Builder_Floor,"Uttam Nagar, Amravati, Maharashtra, 444600, India",20.9156274,77.7764126
416,585.0,2,2.0,Unfurnished,Uttam Nagar,1.0,3200000,Ready_to_move,Resale,Builder_Floor,"Uttam Nagar, Amravati, Maharashtra, 444600, India",20.9156274,77.7764126
417,810.0,3,2.0,Semi-Furnished,"New Uttam Nagar, Uttam Nagar",1.0,5400000,Ready_to_move,Resale,Builder_Floor,"Uttam Nagar, 7th cross road, Uttam Nagar, Ward 141 Gautham Nagar, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Malkajgiri mandal, Medchal–Malkajgiri, Telangana, 500047, India",17.4598326,78.5315831
418,765.0,3,2.0,Semi-Furnished,Dwarka Mor,1.0,3800000,Ready_to_move,Resale,Builder_Floor,"Dwarka Mor, Shivaji Marg, R Block, Nawada, West Delhi, Delhi, 110059, India",28.619332,77.0332758
419,4688.0,5,4.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.0,135000000,Almost_ready,New_Property,Apartment,,,
420,3901.0,4,4.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.0,93000000,Almost_ready,New_Property,Apartment,,,
421,70.0,2,3.0,Furnished,"Patel Nagar South, Patel Nagar",1.0,8200000,Ready_to_move,New_Property,Builder_Floor,"Patel Nagar (East), Patel Road, East Patel Nagar, West Delhi, Delhi, 110012, India",28.6450527,77.1693179
422,800.0,3,2.0,Unfurnished,Patel Nagar West,1.0,8000000,Ready_to_move,Resale,Builder_Floor,"Patel Nagar, Ghaziabad, Uttar Pradesh, 201001, India",28.6760162,77.422914
423,900.0,3,2.0,Semi-Furnished,Patel Nagar West,1.0,9500000,Ready_to_move,Resale,Builder_Floor,"Patel Nagar, Ghaziabad, Uttar Pradesh, 201001, India",28.6760162,77.422914
424,1680.0,4,5.0,Semi-Furnished,Patel Nagar West,1.0,20000000,Ready_to_move,Resale,Builder_Floor,"Patel Nagar, Ghaziabad, Uttar Pradesh, 201001, India",28.6760162,77.422914
425,900.0,2,2.0,Furnished,Patel Nagar West,3.0,7400000,Ready_to_move,Resale,Builder_Floor,"Patel Nagar, Ghaziabad, Uttar Pradesh, 201001, India",28.6760162,77.422914
